Serie,Date,Day,Month,Year,Site,Management,Transect,Latitud_1,Longitud_1,Latitud_2,Longitud_2,Station,Depth,Surface,Species,Stage,Abundance,Substrate,Community,Frondosity ,Observaciones,Muestreado por,Anotado por,Ingresado por
100,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,5,12.8,20, Lessonia trabeculata ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
101,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,5,12.8,20, Lessonia trabeculata solo disco,NaN,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
102,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,5,12.8,20, Lessonia berteroana ,Adulto,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
103,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,5,12.8,20, Lessonia berteroana ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
104,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,5,12.8,20, Macrocystis pyrifera ,Adulto,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
105,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,5,12.8,20, Macrocystis pyrifera ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
106,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,6,11.8,20, Lessonia trabeculata ,Adulto,34,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
107,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,6,11.8,20, Lessonia trabeculata ,Juvenil,62,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
108,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,6,11.8,20, Lessonia trabeculata solo disco,NaN,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
109,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,6,11.8,20, Lessonia berteroana ,Adulto,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
110,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,6,11.8,20, Lessonia berteroana ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
111,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,6,11.8,20, Macrocystis pyrifera ,Adulto,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
112,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,6,11.8,20, Macrocystis pyrifera ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
113,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,7,10.1,20, Lessonia trabeculata ,Adulto,34,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
114,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,7,10.1,20, Lessonia trabeculata ,Juvenil,15,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
115,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,7,10.1,20, Lessonia trabeculata solo disco,NaN,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
116,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,7,10.1,20, Lessonia berteroana ,Adulto,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
117,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,7,10.1,20, Lessonia berteroana ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
118,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,7,10.1,20, Macrocystis pyrifera ,Adulto,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
119,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,7,10.1,20, Macrocystis pyrifera ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
120,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,8,9.7,20, Lessonia trabeculata ,Adulto,20,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
121,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,8,9.7,20, Lessonia trabeculata ,Juvenil,23,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
122,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,8,9.7,20, Lessonia trabeculata solo disco,NaN,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
123,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,8,9.7,20, Lessonia berteroana ,Adulto,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
124,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,8,9.7,20, Lessonia berteroana ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
125,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,8,9.7,20, Macrocystis pyrifera ,Adulto,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
126,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,8,9.7,20, Macrocystis pyrifera ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
127,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,9,10.5,20, Lessonia trabeculata ,Adulto,27,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
128,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,9,10.5,20, Lessonia trabeculata ,Juvenil,10,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
129,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,9,10.5,20, Lessonia trabeculata solo disco,NaN,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
130,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,9,10.5,20, Lessonia berteroana ,Adulto,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
131,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,9,10.5,20, Lessonia berteroana ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
132,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,9,10.5,20, Macrocystis pyrifera ,Adulto,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
133,28-10-18,28,10,2018,Carrizal Bajo,AMERB,2,-28.04308333,-71.15388833,-28.042305,-71.15463833,9,10.5,20, Macrocystis pyrifera ,Juvenil,0,2,1-14-20,A,WP 162- WP 163 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
141,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,1,15.3,20, Lessonia trabeculata ,Adulto,13,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
142,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,1,15.3,20, Lessonia trabeculata ,Juvenil,2,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
143,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,1,15.3,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
144,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,1,15.3,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
145,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,1,15.3,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
146,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,1,15.3,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
147,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,1,15.3,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
148,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,2,14.7,20, Lessonia trabeculata ,Adulto,7,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
149,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,2,14.7,20, Lessonia trabeculata ,Juvenil,4,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
150,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,2,14.7,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
151,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,2,14.7,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
152,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,2,14.7,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
153,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,2,14.7,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
154,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,2,14.7,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
155,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,3,18.2,20, Lessonia trabeculata ,Adulto,13,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
156,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,3,18.2,20, Lessonia trabeculata ,Juvenil,5,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
157,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,3,18.2,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
158,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,3,18.2,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
159,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,3,18.2,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
160,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,3,18.2,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
161,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,3,18.2,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
162,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,4,19.4,20, Lessonia trabeculata ,Adulto,5,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
163,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,4,19.4,20, Lessonia trabeculata ,Juvenil,21,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
164,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,4,19.4,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
165,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,4,19.4,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
166,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,4,19.4,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
167,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,4,19.4,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
168,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,4,19.4,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
169,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,5,16.7,20, Lessonia trabeculata ,Adulto,19,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
170,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,5,16.7,20, Lessonia trabeculata ,Juvenil,26,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
171,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,5,16.7,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
172,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,5,16.7,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
173,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,5,16.7,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
174,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,5,16.7,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
175,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,5,16.7,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
176,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,6,19.7,20, Lessonia trabeculata ,Adulto,5,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
177,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,6,19.7,20, Lessonia trabeculata ,Juvenil,44,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
178,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,6,19.7,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
179,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,6,19.7,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
180,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,6,19.7,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
181,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,6,19.7,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
182,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,6,19.7,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
183,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,7,19.6,20, Lessonia trabeculata ,Adulto,19,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
184,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,7,19.6,20, Lessonia trabeculata ,Juvenil,62,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
185,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,7,19.6,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
186,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,7,19.6,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
187,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,7,19.6,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
188,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,7,19.6,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
189,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,7,19.6,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
190,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,8,19,20, Lessonia trabeculata ,Adulto,22,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
191,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,8,19,20, Lessonia trabeculata ,Juvenil,6,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
192,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,8,19,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
193,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,8,19,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
194,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,8,19,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
195,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,8,19,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
196,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,8,19,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
197,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,9,18,20, Lessonia trabeculata ,Adulto,24,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
198,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,9,18,20, Lessonia trabeculata ,Juvenil,10,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
199,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,9,18,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
200,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,9,18,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
201,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,9,18,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
202,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,9,18,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
203,28-10-18,28,10,2018,Carrizal Bajo,AMERB,3,-28.04583333,-71.15327667,-28.04536,-71.15413833,9,18,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,WP 164 - WP 165 GPS de la pancha,Bryan Bularz,Bryan Bularz,Bryan Bularz
