Serie,Date,Day,Month,Year,Site,Management,Transect,Quadrats,Place_in_transect ,Depth,Group,Species,Presence,Abundance,Holdfast,Stipes,TL,Frondosity,Obs,Sampler,Anotate,Entered by
123,08-03-2018,8,3,2018,Ventanas,TURF,9,10,,7,Animal,Patiria chilensis,1,12,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
124,08-03-2018,8,3,2018,Ventanas,TURF,9,10,,7,Animal,Paraxanthus barbiger,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
125,08-03-2018,8,3,2018,Ventanas,TURF,9,10,,7,Animal,Pilumnoides perlatus,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
126,08-03-2018,8,3,2018,Ventanas,TURF,9,10,,7,Animal,Crassilabrum crassilabrum,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
127,16-05-18,16,5,2018,Quintay A,TURF,5,1,,20,Macroalga ,Lessonia trabeculata,1,1,33,16,128,,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
128,16-05-18,16,5,2018,Quintay A,TURF,5,2,,18.8,Macroalga ,Lessonia trabeculata,1,1,16,4,179,,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
129,16-05-18,16,5,2018,Quintay A,TURF,5,2,,18.8,Macroalga ,Lessonia trabeculata,1,1,25,3,133,,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
130,16-05-18,16,5,2018,Quintay A,TURF,5,3,,19,Macroalga ,Lessonia trabeculata,1,1,23,6,160,,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
131,16-05-18,16,5,2018,Quintay A,TURF,5,4,,18.7,Macroalga ,Lessonia trabeculata,1,1,23,7,118,,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
132,16-05-18,16,5,2018,Quintay A,TURF,5,5,,18.8,Macroalga ,Lessonia trabeculata,1,1,37,7,171,,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
133,16-05-18,16,5,2018,Quintay A,TURF,5,5,,18.8,Macroalga ,Lessonia trabeculata,1,1,38,7,213,,,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
134,16-05-18,16,5,2018,Quintay A,TURF,5,6,,,Macroalga ,Lessonia trabeculata,1,1,25,7,60,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
135,16-05-18,16,5,2018,Quintay A,TURF,5,6,,,Macroalga ,Lessonia trabeculata,1,1,10,5,50,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
136,16-05-18,16,5,2018,Quintay A,TURF,5,6,,,Macroalga ,Lessonia trabeculata,1,1,7,3,100,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
137,16-05-18,16,5,2018,Quintay A,TURF,5,6,,,Macroalga ,Lessonia trabeculata,1,1,7,14,100,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
138,16-05-18,16,5,2018,Quintay A,TURF,5,6,,,Macroalga ,Lessonia trabeculata,1,1,22,12,40,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
139,16-05-18,16,5,2018,Quintay A,TURF,5,6,,,Macroalga ,Lessonia trabeculata,1,1,12,3,120,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
140,16-05-18,16,5,2018,Quintay A,TURF,5,6,,,Macroalga ,Lessonia trabeculata,1,1,24,15,100,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
141,16-05-18,16,5,2018,Quintay A,TURF,5,7,,,Macroalga ,Lessonia trabeculata,1,1,40,10,210,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
142,16-05-18,16,5,2018,Quintay A,TURF,5,7,,,Macroalga ,Lessonia trabeculata,1,1,46,17,197,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
143,16-05-18,16,5,2018,Quintay A,TURF,5,8,,,Macroalga ,Lessonia trabeculata,1,1,22,3,110,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
144,16-05-18,16,5,2018,Quintay A,TURF,5,8,,,Macroalga ,Lessonia trabeculata,1,1,30,5,150,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
145,16-05-18,16,5,2018,Quintay A,TURF,5,8,,,Macroalga ,Lessonia trabeculata,1,1,16,1,120,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
146,16-05-18,16,5,2018,Quintay A,TURF,5,9,,,Macroalga ,Lessonia trabeculata,1,1,18,1,80,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
147,16-05-18,16,5,2018,Quintay A,TURF,5,9,,,Macroalga ,Lessonia trabeculata,1,1,20,7,110,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
148,16-05-18,16,5,2018,Quintay A,TURF,5,9,,,Macroalga ,Lessonia trabeculata,1,1,25,4,100,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
149,16-05-18,16,5,2018,Quintay A,TURF,5,9,,,Macroalga ,Lessonia trabeculata,1,1,20,1,80,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
150,16-05-18,16,5,2018,Quintay A,TURF,5,9,,,Macroalga ,Lessonia trabeculata,1,1,8,5,40,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
151,16-05-18,16,5,2018,Quintay A,TURF,5,10,,,Macroalga ,Lessonia trabeculata,1,1,30,19,80,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
152,16-05-18,16,5,2018,Quintay A,TURF,5,10,,,Macroalga ,Lessonia trabeculata,1,1,16,12,70,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
153,16-05-18,16,5,2018,Quintay A,TURF,10,1,,18.7,Macroalga ,Lessonia trabeculata,1,1,30,7,180,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
154,16-05-18,16,5,2018,Quintay A,TURF,10,1,,18.7,Macroalga ,Lessonia trabeculata,1,1,18,1,60,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
155,16-05-18,16,5,2018,Quintay A,TURF,10,1,,18.7,Macroalga ,Lessonia trabeculata,1,1,50,13,150,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
156,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Macroalga ,Lessonia trabeculata,1,1,16,4,140,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
157,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Macroalga ,Lessonia trabeculata,1,1,30,8,140,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
158,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Macroalga ,Lessonia trabeculata,1,1,32,6,150,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
159,16-05-18,16,5,2018,Quintay A,TURF,10,4,,15,Macroalga ,Lessonia trabeculata,1,1,30,3,145,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
160,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Macroalga ,Lessonia trabeculata,1,1,30,5,150,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
161,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Macroalga ,Lessonia trabeculata,1,1,45,13,180,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
162,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Macroalga ,Lessonia trabeculata,1,1,45,8,180,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
163,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Macroalga ,Lessonia trabeculata,1,1,30,3,200,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
164,16-05-18,16,5,2018,Quintay A,TURF,10,7,,11.7,Macroalga ,Lessonia trabeculata,1,1,20,9,80,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
165,16-05-18,16,5,2018,Quintay A,TURF,10,7,,11.7,Macroalga ,Lessonia trabeculata,1,1,16,5,60,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
166,16-05-18,16,5,2018,Quintay A,TURF,10,7,,11.7,Macroalga ,Lessonia trabeculata,1,1,20,11,60,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
167,16-05-18,16,5,2018,Quintay A,TURF,10,7,,11.7,Macroalga ,Lessonia trabeculata,1,1,12,1,50,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
168,16-05-18,16,5,2018,Quintay A,TURF,10,8,,8,Macroalga ,Lessonia trabeculata,1,1,55,8,160,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
169,16-05-18,16,5,2018,Quintay A,TURF,10,8,,8,Macroalga ,Lessonia trabeculata,1,1,8,3,60,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
170,16-05-18,16,5,2018,Quintay A,TURF,10,8,,8,Macroalga ,Lessonia trabeculata,1,1,12,6,60,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
171,16-05-18,16,5,2018,Quintay A,TURF,10,8,,8,Macroalga ,Lessonia trabeculata,1,1,20,5,60,,,Catalina Ruz,Catalina Ruz,Rodrigo Mu–oz
172,16-05-18,16,5,2018,Quintay A,TURF,10,1,,18.7,Animal,Tegula quadricostata,1,4,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
173,16-05-18,16,5,2018,Quintay A,TURF,10,1,,18.7,Animal,Rhynchocinetes typus,1,23,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
174,16-05-18,16,5,2018,Quintay A,TURF,10,1,,18.7,Animal,Argobuccinum pustulosum,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
175,16-05-18,16,5,2018,Quintay A,TURF,10,1,,18.7,Animal,Paraxanthus barbiger,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
176,16-05-18,16,5,2018,Quintay A,TURF,10,1,,18.7,Animal,Tegula tridentata,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
177,16-05-18,16,5,2018,Quintay A,TURF,10,1,,18.7,Animal,Pagurus edwardsii,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
178,16-05-18,16,5,2018,Quintay A,TURF,10,1,,18.7,Animal,Odontaster penicillatus,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
179,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Rhynchocinetes typus,1,17,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
180,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Argobuccinum pustulosum,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
181,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Odontaster penicillatus,1,23,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
182,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Taliepus marginatus,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
183,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Archidoris fontaini,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
184,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Patiria chilensis,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
185,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Rhynchocinetes typus,1,19,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
186,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Pagurus edwardsii,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
187,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Odontaster penicillatus,1,18,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
188,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Archidoris fontaini,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
189,16-05-18,16,5,2018,Quintay A,TURF,10,2,,17.7,Animal,Tetrapygus niger,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
190,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Animal,Tegula quadricostata,1,9,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
191,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Animal,Rhynchocinetes typus,1,14,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
192,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Animal,Argobuccinum pustulosum,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
193,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Animal,Pagurus edwardsii,1,5,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
194,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Animal,Odontaster penicillatus,1,16,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
195,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Animal,Archidoris fontaini,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
196,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Animal,Petrolisthes tuberculosus,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
197,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Animal,Calyptraea trochiformis,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
198,16-05-18,16,5,2018,Quintay A,TURF,10,3,,16.4,Animal,Crassilabrum crassilabrum,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
199,16-05-18,16,5,2018,Quintay A,TURF,10,4,,15,Animal,Tegula quadricostata,1,4,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
200,16-05-18,16,5,2018,Quintay A,TURF,10,4,,15,Animal,Rhynchocinetes typus,1,27,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
201,16-05-18,16,5,2018,Quintay A,TURF,10,4,,15,Animal,Odontaster penicillatus,1,5,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
202,16-05-18,16,5,2018,Quintay A,TURF,10,4,,15,Animal,Tetrapygus niger,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
203,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Rhynchocinetes typus,1,66,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
204,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Argobuccinum pustulosum,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
205,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Paraxanthus barbiger,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
206,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Tegula tridentata,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
207,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Pagurus edwardsii,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
208,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Odontaster penicillatus,1,7,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
209,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Taliepus marginatus,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
210,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Tetrapygus niger,1,9,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
211,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Crassilabrum crassilabrum,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
212,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Concholepas concholepas,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
213,16-05-18,16,5,2018,Quintay A,TURF,10,5,,14.1,Animal,Petrolisthes desmarestii,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
214,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Animal,Odontaster penicillatus,1,12,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
215,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Animal,Tetrapygus niger,1,41,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
216,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Animal,Taliepus marginatus,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
217,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Animal,Gaudichaudia gaudichaudii,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
218,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Animal,Petrolisthes desmarestii,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
219,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Animal,Rhynchocinetes typus,1,9,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
220,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Animal,Fissurella maxima,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
221,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Animal,Concholepas concholepas,1,7,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
222,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Animal,Fissurella latimarginata,1,10,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
223,16-05-18,16,5,2018,Quintay A,TURF,10,6,,10.8,Animal,Nacella sp,1,4,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
224,16-05-18,16,5,2018,Quintay A,TURF,10,7,,11.7,Animal,Tetrapygus niger,1,14,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
225,16-05-18,16,5,2018,Quintay A,TURF,10,7,,11.7,Animal,Tegula atra,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
226,16-05-18,16,5,2018,Quintay A,TURF,10,7,,11.7,Animal,Concholepas concholepas,1,40,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
227,16-05-18,16,5,2018,Quintay A,TURF,10,7,,11.7,Animal,Fissurella latimarginata,1,8,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
228,16-05-18,16,5,2018,Quintay A,TURF,5,1,,20,Animal,Tegula quadricostata,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,16-05-18,16,5,2018,Quintay A,TURF,5,1,,20,Animal,Tegula tridentata,1,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,16-05-18,16,5,2018,Quintay A,TURF,5,1,,20,Animal,Rhynchocinetes typus,1,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231,16-05-18,16,5,2018,Quintay A,TURF,5,2,,18.8,Animal,Tegula quadricostata,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
232,16-05-18,16,5,2018,Quintay A,TURF,5,2,,18.8,Animal,Tegula tridentata,1,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
233,16-05-18,16,5,2018,Quintay A,TURF,5,2,,18.8,Animal,Rhynchocinetes typus,1,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234,16-05-18,16,5,2018,Quintay A,TURF,5,2,,18.8,Animal,Odontaster penicillatus,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235,16-05-18,16,5,2018,Quintay A,TURF,5,3,,19,Animal,Tegula quadricostata,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
236,16-05-18,16,5,2018,Quintay A,TURF,5,3,,19,Animal,Pagurus edwardsii,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
237,16-05-18,16,5,2018,Quintay A,TURF,5,4,,18.7,Animal,Tegula quadricostata,1,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
238,16-05-18,16,5,2018,Quintay A,TURF,5,4,,18.7,Animal,Rhynchocinetes typus,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
239,16-05-18,16,5,2018,Quintay A,TURF,5,4,,18.7,Animal,Odontaster penicillatus,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240,16-05-18,16,5,2018,Quintay A,TURF,5,4,,18.7,Animal,Gaudichaudia gaudichaudii,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
241,16-05-18,16,5,2018,Quintay A,TURF,5,5,,18.8,Animal,Tegula quadricostata,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242,16-05-18,16,5,2018,Quintay A,TURF,5,5,,18.8,Animal,Tegula tridentata,1,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243,16-05-18,16,5,2018,Quintay A,TURF,5,6,,,Animal,Odontaster penicillatus,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
244,16-05-18,16,5,2018,Quintay A,TURF,5,6,,,Animal,Crassilabrum crassilabrum,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
245,16-05-18,16,5,2018,Quintay A,TURF,5,7,,,Animal,Tegula tridentata,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
246,16-05-18,16,5,2018,Quintay A,TURF,5,7,,,Animal,Rhynchocinetes typus,1,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
247,16-05-18,16,5,2018,Quintay A,TURF,5,7,,,Animal,Odontaster penicillatus,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
248,16-05-18,16,5,2018,Quintay A,TURF,5,7,,,Animal,Crassilabrum crassilabrum,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
249,16-05-18,16,5,2018,Quintay A,TURF,5,7,,,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250,16-05-18,16,5,2018,Quintay A,TURF,5,7,,,Animal,Petrolisthes tuberculosus,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
251,16-05-18,16,5,2018,Quintay A,TURF,5,7,,,Animal,Brachidontes granulata,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252,16-05-18,16,5,2018,Quintay A,TURF,5,8,,,Animal,Tegula tridentata,1,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
253,16-05-18,16,5,2018,Quintay A,TURF,5,8,,,Animal,Rhynchocinetes typus,1,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
254,16-05-18,16,5,2018,Quintay A,TURF,5,8,,,Animal,Pagurus edwardsii,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
255,16-05-18,16,5,2018,Quintay A,TURF,5,8,,,Animal,Gaudichaudia gaudichaudii,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
256,16-05-18,16,5,2018,Quintay A,TURF,5,8,,,Animal,Crassilabrum crassilabrum,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
257,16-05-18,16,5,2018,Quintay A,TURF,5,9,,,Animal,Rhynchocinetes typus,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
258,16-05-18,16,5,2018,Quintay A,TURF,5,9,,,Animal,Taliepus sp,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
259,16-05-18,16,5,2018,Quintay A,TURF,5,9,,,Animal,Fissurella sp,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
260,16-05-18,16,5,2018,Quintay A,TURF,5,9,,,Animal,Tetrapygus niger,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
261,16-05-18,16,5,2018,Quintay A,TURF,5,10,,,Animal,Rhynchocinetes typus,1,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
262,16-05-18,16,5,2018,Quintay A,TURF,5,10,,,Animal,Pagurus edwardsii,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
